0,1,2,3,4,5,6,7,8,9,10,11
0.3580246913580247,0.2753623188405796,0.30666666666666664,0.45614035087719285,0.0,0.5441176470588234,0.881578947368421,0.0,0.6969696969696969,0.0,0.8421052631578947,248.0
0.4320987654320987,0.28985507246376807,0.5333333333333334,0.3508771929824561,0.3552631578947367,0.47058823529411753,0.6973684210526315,0.0,0.6666666666666666,0.23611111111111116,0.7192982456140351,325.0
0.5679012345679012,0.6376811594202898,0.8533333333333335,0.6842105263157894,0.32894736842105254,0.676470588235294,0.6052631578947367,0.4901960784313726,0.36363636363636354,0.26388888888888884,0.49122807017543857,139.0
0.8148148148148148,0.7391304347826086,0.7200000000000001,0.9122807017543859,0.0,0.5294117647058822,0.46052631578947356,0.588235294117647,0.0,0.19444444444444442,0.4385964912280702,14.0
0.9259259259259258,0.6521739130434783,0.7466666666666668,0.9649122807017543,0.32894736842105254,0.5147058823529411,0.513157894736842,0.5098039215686274,0.0,0.22222222222222232,0.4736842105263157,11.0
0.7160493827160493,0.6231884057971014,0.32000000000000006,0.7894736842105263,0.3552631578947367,0.6176470588235293,0.46052631578947356,0.43137254901960786,0.24242424242424243,0.23611111111111116,0.6140350877192982,88.0
0.5061728395061729,0.0,0.6533333333333334,0.42105263157894735,0.23684210526315774,0.5441176470588234,0.8289473684210525,0.0,0.5757575757575757,0.0,0.8596491228070176,319.0
0.3580246913580247,0.536231884057971,0.29333333333333345,0.3157894736842104,0.8684210526315789,0.25,0.27631578947368407,0.5098039215686274,0.4696969696969697,0.5277777777777778,0.0,133.0
0.8148148148148148,0.782608695652174,0.7200000000000001,0.9298245614035088,0.0,0.5294117647058822,0.4342105263157894,0.588235294117647,0.19696969696969702,0.19444444444444442,0.4385964912280702,14.0
0.4814814814814814,0.318840579710145,0.6800000000000002,0.49122807017543857,0.23684210526315774,0.7205882352941175,0.7894736842105262,0.0,0.4696969696969697,0.11111111111111116,0.894736842105263,207.0
0.33333333333333326,0.42028985507246386,0.3733333333333334,0.21052631578947367,0.7763157894736841,0.27941176470588225,0.26315789473684204,0.4117647058823528,0.5606060606060606,0.736111111111111,0.17543859649122795,211.0
0.5061728395061729,0.33333333333333326,0.6666666666666667,0.4385964912280702,0.3157894736842104,0.7205882352941175,0.9210526315789472,0.2549019607843137,0.6666666666666666,0.125,0.8596491228070176,344.0
0.6296296296296295,0.5217391304347826,0.29333333333333345,0.6842105263157894,0.0,0.6911764705882352,0.5526315789473684,0.4117647058823528,0.36363636363636354,0.6527777777777778,0.6491228070175439,144.0
0.32098765432098764,0.3913043478260869,0.3733333333333334,0.1578947368421053,0.7368421052631577,0.2647058823529411,0.5921052631578947,0.0,0.6969696969696969,0.48611111111111116,0.5087719298245614,290.0
0.4814814814814814,0.0,0.6800000000000002,0.4385964912280702,0.0,0.6470588235294117,0.8157894736842104,0.21568627450980382,0.40909090909090895,0.0,0.9298245614035088,196.0
0.7530864197530864,0.7246376811594203,0.6133333333333334,0.7894736842105263,0.46052631578947356,0.5294117647058822,0.4473684210526315,0.6666666666666665,0.21212121212121215,0.3055555555555556,0.45614035087719285,48.0
0.6049382716049383,0.5072463768115942,0.8533333333333335,0.6842105263157894,0.27631578947368407,0.7352941176470588,0.5526315789473684,0.47058823529411753,0.4696969696969697,0.6944444444444444,0.5087719298245614,154.0
0.41975308641975306,0.24637681159420288,0.44000000000000006,0.29824561403508776,0.0,0.5441176470588234,0.7105263157894736,0.0,0.6666666666666666,0.20833333333333326,0.7192982456140351,287.0
0.5925925925925926,0.42028985507246386,0.7733333333333334,0.5263157894736843,0.0,0.7941176470588234,0.7763157894736841,0.27450980392156854,0.3939393939393938,0.13888888888888884,0.8070175438596491,180.0
0.345679012345679,0.3913043478260869,0.0,0.1929824561403508,0.5657894736842104,0.32352941176470584,0.48684210526315785,0.21568627450980382,0.6969696969696969,0.4305555555555556,0.5263157894736843,332.0
0.5061728395061729,0.7681159420289855,0.42666666666666675,0.45614035087719285,0.8157894736842104,0.3088235294117645,0.0,0.7450980392156863,0.40909090909090895,0.5277777777777778,0.22807017543859653,92.0
0.5802469135802468,0.4492753623188406,0.8933333333333335,0.4736842105263157,0.27631578947368407,0.6617647058823528,0.5526315789473684,0.23529411764705865,0.24242424242424243,0.11111111111111116,0.8070175438596491,171.0
0.4320987654320987,0.5507246376811594,0.3866666666666667,0.3157894736842104,0.881578947368421,0.22058823529411753,0.0,0.47058823529411753,0.43939393939393945,0.6666666666666666,0.12280701754385959,146.0
0.5555555555555556,0.8985507246376812,0.44000000000000006,0.5964912280701753,0.5789473684210525,0.42647058823529393,0.0,0.8235294117647058,0.2727272727272727,0.4722222222222222,0.26315789473684204,77.0
0.45679012345679015,0.4492753623188406,0.7600000000000001,0.5263157894736843,0.0,0.7499999999999999,0.7894736842105262,0.23529411764705865,0.48484848484848486,0.125,0.8596491228070176,195.0
0.33333333333333326,0.30434782608695654,0.3733333333333334,0.21052631578947367,0.46052631578947356,0.3676470588235292,0.5263157894736841,0.2549019607843137,0.9848484848484849,0.26388888888888884,0.631578947368421,282.0
